Number,Question,Answer,Country,Details,Report
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,DR Congo,Des ‚tudes sont en cours dans le cadre de l?‚valuation des besoins de renforcement des capacit‚s pour la mise en oeuvre de la CDB.,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",DR Congo,Des ‚tudes sont en cours dans le cadre de l?‚valuation des besoins de renforcement des capacit‚s pour la mise en oeuvre de la CDB.,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Djibouti,"Un programme sur l?am‚lioration de la gestion des terres est en cours d?‚laboration. Ce programme, s?il aboutit, se basera sur les pratiques traditionnelles conservatrices et innovantes et les populations locales vont d‚cider de la meilleure utilisation des terres...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Djibouti,"Un programme sur l?am‚lioration de la gestion des terres est en cours d?‚laboration. Ce programme, s?il aboutit, se basera sur les pratiques traditionnelles conservatrices et innovantes et les populations locales vont d‚cider de la meilleure utilisation des terres...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,El Salvador,,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",El Salvador,,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Ethiopia,"The Ethiopian Constitution recognizes the need to devolve state authority to local communities. The devolution process, including that of budgetary allocation and fiscal responsibility, has now been implemented to the district level...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Ethiopia,"The Ethiopian Constitution recognizes the need to devolve state authority to local communities. The devolution process, including that of budgetary allocation and fiscal responsibility, has now been implemented to the district level...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Guatemala,,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Guatemala,,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Honduras,"El programa para la aplicaci¢n del articulo 8j del Convenio sobre la Diversidad Biol¢gica, que esta gener ndose con apoyo de GTZ, establece como resultados esperados los siguientes ÿ",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Honduras,"El programa para la aplicaci¢n del articulo 8j del Convenio sobre la Diversidad Biol¢gica, que esta gener ndose con apoyo de GTZ, establece como resultados esperados los siguientes ÿ",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",India,"As mentioned in response to question no. 58, the Biological Diversity Act 2002 provides for mandatory consultation of concerned BMCs by the NBA and SBBs on all issues relating to access to biological resources and associated TK, thereby ensuring involvement of local communities in the decision making process...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, comprehensive measures taken (please provide details below)",India,"As mentioned in response to question no. 58, the Biological Diversity Act 2002 provides for mandatory consultation of concerned BMCs by the NBA and SBBs on all issues relating to access to biological resources and associated TK, thereby ensuring involvement of local communities in the decision making process...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Indonesia,The government in cooperation with some NGOs has developed programs inÿ,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Indonesia,The government in cooperation with some NGOs has developed programs inÿ,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Kenya,A network on Medicinal Plants and Traditional Medicine has been involved in undertaking an assessment of capacity building needs through the formation of associations on traditional medicine practitioners...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Kenya,A network on Medicinal Plants and Traditional Medicine has been involved in undertaking an assessment of capacity building needs through the formation of associations on traditional medicine practitioners...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Mexico,La UCPAST ha incorporado representantes ind¡genas en los Consejos Consultivos para el Desarrollo Sustentable (CCDS) de la Semarnat y en el Consejo Nacional de ?reas Naturales Protegidas (CONAP)...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Mexico,La UCPAST ha incorporado representantes ind¡genas en los Consejos Consultivos para el Desarrollo Sustentable (CCDS) de la Semarnat y en el Consejo Nacional de ?reas Naturales Protegidas (CONAP)...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Mozambique,Some programmes on community management of natural resources are being implementedÿ,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Mozambique,Some programmes on community management of natural resources are being implementedÿ,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Nepal,"Capacity building and documentation of traditional knowledge, skill and practices of indigenous and local communities have been realised in the recent years...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Nepal,"Capacity building and documentation of traditional knowledge, skill and practices of indigenous and local communities have been realised in the recent years...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Niue,There is a draft report that followed a consultative process as part of our commitment to the CBD on protection of traditional knowledge...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Niue,There is a draft report that followed a consultative process as part of our commitment to the CBD on protection of traditional knowledge...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Pakistan,"The MACP has organized and established many community organizations in the four conservancies of the project area to enhance and strengthen their capacity to be effectively involved in decision making to conservation and sustainable use; however more work is needed on TK, innovations and practices...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Pakistan,"The MACP has organized and established many community organizations in the four conservancies of the project area to enhance and strengthen their capacity to be effectively involved in decision making to conservation and sustainable use; however more work is needed on TK, innovations and practices...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Panama,"Decreto Ejecutivo 257 de 17 de octubre de 2006, tiene un cap¡tulo sobre conocimiento tradicional.",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Panama,"Decreto Ejecutivo 257 de 17 de octubre de 2006, tiene un cap¡tulo sobre conocimiento tradicional.",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Philippines,"There are very few measures being taken to enhance and strengthen the capacity of indigenous and local communities to be effectively involved in decision-making related to the use of their traditional knowledge, innovations and practices relevant to the conservation of biodiversity...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Philippines,"There are very few measures being taken to enhance and strengthen the capacity of indigenous and local communities to be effectively involved in decision-making related to the use of their traditional knowledge, innovations and practices relevant to the conservation of biodiversity...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Rwanda,,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Rwanda,,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Samoa,Programmes would be included within the Action Strategy proposed for development.,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Samoa,Programmes would be included within the Action Strategy proposed for development.,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Solomon Islands,"Some measures undertaken by NGOs through their own programmes. The most active NGO in this field is the Kastom Garden Association who has established a Planting Materials Network through out the country and is doing a lot of the most relevant work with the local communities, even establishing seed banks, in situ and ex situ sites for farmers...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Solomon Islands,"Some measures undertaken by NGOs through their own programmes. The most active NGO in this field is the Kastom Garden Association who has established a Planting Materials Network through out the country and is doing a lot of the most relevant work with the local communities, even establishing seed banks, in situ and ex situ sites for farmers...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,South Africa,Efforts from national government have mainly focussed on the national policy and legislative framework...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",South Africa,Efforts from national government have mainly focussed on the national policy and legislative framework...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),No,Thailand,Community Organization Development Institution (CODI) is the leading agency to promote and mobilize forum to build indigenous and local communities capacities and empowerments...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Thailand,Community Organization Development Institution (CODI) is the leading agency to promote and mobilize forum to build indigenous and local communities capacities and empowerments...,
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Uganda,"Various lead agencies in collaboration with some NGOs have tried to enhance and strengthen capacity of local communities, through community conservation and collaborative forest management programmes...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Uganda,"Various lead agencies in collaboration with some NGOs have tried to enhance and strengthen capacity of local communities, through community conservation and collaborative forest management programmes...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"No, but a review of the Akw‚: Kon guidelines is under way",Vanuatu,"The Sustainable Agriculture Program, Food Security Program and Farming Systems, programmes of the Department of Agriculture and Rural Development share a common purpose of conserving and reviving traditional farming systems and integrating traditional practices of cultivation, control of pests and diseases and related activities into improved farming systems...",
60,Has your country used the Akwé:Kon Guidelines in any project proposed to take place on sacred sites and/or land and waters traditionally occupied by indigenous and local communities? (decision VII/16),"Yes, some measures taken (please provide details below)",Vanuatu,"The Sustainable Agriculture Program, Food Security Program and Farming Systems, programmes of the Department of Agriculture and Rural Development share a common purpose of conserving and reviving traditional farming systems and integrating traditional practices of cultivation, control of pests and diseases and related activities into improved farming systems...",
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Argentina,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",Bhutan,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",Brazil,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)",No,Burundi,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Cambodia,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Cameroon,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",Central African Republic,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Chile,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Colombia,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Costa Rica,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",DR Congo,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",Djibouti,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",El Salvador,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Ethiopia,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Guatemala,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Honduras,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",India,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Indonesia,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Kenya,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Mexico,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Mozambique,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",Nepal,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Niue,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)",No,Pakistan,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Panama,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Philippines,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)",No,Rwanda,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","No, but relevant mechanisms, guidelines and legislation are under development",Samoa,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)",No,Solomon Islands,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",South Africa,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Thailand,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Uganda,,
62,"Has your country developed appropriate mechanisms, guidelines, legislation or other initiatives to foster and promote the effective participation of indigenous and local communities in decision making, policy planning and development and implementation of the conservation and sustainable use of biodiversity at international, regional, subregional, national and local levels? (decision V/16)","Yes, some mechanisms, guidelines and legislation are in place (please provide details below)",Vanuatu,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)",No,Argentina,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Bhutan,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)",No,Brazil,"Even though the country has not developed national-scale mechanisms, isolated initiatives are conducted to increase participation of women in the decision-making processes...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)",No,Burundi,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Cambodia,"The Government has acceded and ratified the Convention on Elimination of All Forms of Discriminations Against Women (CEDAW) on October 15, 1992, without reservation and is recognised in Article 31...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Cameroon,Le Document de Strat‚gique de R‚duction de la Pauvret‚ (DSRP) tient compte des questions de genre;ÿ,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Central African Republic,"Sur le plan purement local le projet de gestion hautement d‚centralis‚e de la forˆt de Bangassou a eu comme objectif principal de contribuer … la pr‚servation de la diversit‚ biologique de la Forˆt de Bangassou tout en garantissant les possibilit‚s d?accroŒtre le niveau de vie des populations par la promotion des strat‚gies, de m‚thodes et des technologies de gestion … long terme des ressources naturelles...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Chile,"Si bien existieron lineamientos para aplicar perspectiva de g‚nero en los proyectos, estos no fueron considerados en todos los casos...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)",No,Colombia,"Colombia ha elaborado algunos mecanismos para promover la participaci¢n de los Pueblos Ind¡genas y comunidades tradicionales, mencionadas anteriormente, pero ninguna hace ‚nfasis en la participaci¢n de la mujer, los delegados y participantes en estos mecanismos son elegidos por Organizaciones y comunidades, y evidentemente la participaci¢n de las mujeres es baja...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Costa Rica,"Hay esfuerzos en este sentido promovidos por diferentes instituciones y ONG. (Pago de servicios ambientales, Programa de Peque¤as Donaciones, Mesa Ind¡gena, Mesa Campesina, CONAI y sector social).",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",DR Congo,"En matiŠre forestiŠre, la loi a institu‚ des groupes consultatifs nationaux et locaux devant prendre en compte les avis et consid‚rations des communaut‚s.",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Djibouti,"Depuis 1999 le l‚gislateur a fait en sorte que les femmes participent … toutes structures d‚cisionnelles locales, r‚gionales et nationales...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",El Salvador,Posibilidad de que las comunidades locales e ind¡genas participen en la Gesti¢n de las Areas Naturales Protegidas en el nivel de los Comit‚s Locales (COALES) establecidos como instancias de coordinaci¢n ...,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Ethiopia,"The Constitution and all the laws of Ethiopia give both men and women the same rights. However, their implementation is limited in many parts of the country owing to cultures that treat men as superion...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Guatemala,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Honduras,Lo mencionado anteriormente,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",India,The mechanisms developed for promoting participation of local communities do have specific provisions for participation of women...,
